audio_file|text
wavs/ASF001-AS-ST37U16.wav|তোমালোকৰ গাৱঁত ধম ধম কৰে জুই লাগিছে এতিয়া তোমালোকৰ ঘৰ
wavs/ASF001-AS-ST37U17.wav|বাৰী পুৰি ভস্ম হব মানুহকেইটাই সেই ফালে চাই
wavs/ASF001-AS-ST37U18.wav|জুই লগা দেখি কুহিঁয়াৰৰ শালতে কুঁহিয়াৰ থালীতে পগোৱা
wavs/ASF001-AS-ST37U19.wav|গুড় আৰু কলহত ভৰোৱা গুড় এৰি সিহঁতৰ ঘৰৰ
wavs/ASF001-AS-ST37U20.wav|ফালে লৰ মাৰিলে তীখৰে সুৰুঙা পাই তাৰে পৰা
wavs/ASF001-AS-ST37U21.wav|গুড় একলহ লৈ পলায়ুৰ্দ্ধং কৰিলে
wavs/ASF001-AS-ST37U22.wav|গুড় পাই চুটিবাইৰ বৰ আনন্দ হল তাই
wavs/ASF001-AS-ST37U23.wav|পিঠা কৰিবলৈ যোজা কৰোঁতেই হঠাৎ তাইৰ মনত পৰিল
wavs/ASF001-AS-ST37U24.wav|খৰি নাই তেতিয়াই তীখৰৰ বায়েকে কলে তীখৰ ভাল কথাটো
wavs/ASF001-AS-ST37U25.wav|হল খৰিলৈ পাহৰিলোৱেই খৰি এডালো নাই বায়েকৰ কথা
wavs/ASF001-AS-ST37U26.wav|শুনি তীখৰে হাতত দা লৈ খৰি লুৰি আনিবলৈ
wavs/ASF001-AS-ST37U27.wav|লৰ ধৰিলে এখন গেজেপনি হাবিত সুমাই তীখৰে দাৰে
wavs/ASF001-AS-ST37U28.wav|ঘপ ঘপ কৰে গছৰ ডাল কাটি খৰি লুৰি
wavs/ASF001-AS-ST37U29.wav|থাকোতে এটা বাঘে ওচৰ চাপি আহি মাত লগালে
wavs/ASF001-AS-ST37U30.wav|কোন অ দেখোন ঘপ ঘপ কৰে গছৰ ডাল
wavs/ASF001-AS-ST37U31.wav|কাটিব লাগিছ এইখন মোৰ বাৰী বুলি তই নাজাননে
wavs/ASF001-AS-ST37U32.wav|তই কিয় মোৰ বাৰীত খৰি লুৰিছ অ
wavs/ASF001-AS-ST37U33.wav|তীখৰে বাঘক দেখি ভয়টো লুকাই
wavs/ASF001-AS-ST38U1.wav|লৈ মনটো ডাঠকৈ উত্তৰ দিলে অ এইটি আমাৰ বাঘ
wavs/ASF001-AS-ST38U2.wav|ককাই নে এৰা ককাই মই এইখন তোমাৰ বাৰী
wavs/ASF001-AS-ST38U3.wav|জানো বাঘ ককায়েনো চেনেহৰ ভায়েকক
wavs/ASF001-AS-ST38U4.wav|খৰি এডালো ককাই মোৰ ঘৰত পিঠা
wavs/ASF001-AS-ST38U5.wav|খোৱা পাতিছো ভাবিলো তালৈ গৈ বাঘ ককাইকো মাতি
wavs/ASF001-AS-ST38U6.wav|যাওঁ আৰু খৰি ডাল চেৰেকো লৈ যাওঁ
wavs/ASF001-AS-ST38U7.wav|নিয়া মোৰ ভাইটি যিমান খৰি লাগে নিয়া মই
wavs/ASF001-AS-ST38U8.wav|যামতো পিঠা খাবলৈ তোমাৰ ঘৰত নেখাম আৰু নো
wavs/ASF001-AS-ST38U9.wav|কাৰ ঘৰত খাম তীখৰে
wavs/ASF001-AS-ST38U10.wav|তাৰ ঘৰৰ ফালে আঙুলিয়াই উত্তৰ দিলে সৌফালে যিদিনা বৰ
wavs/ASF001-AS-ST38U11.wav|ধোঁৱা দেখিবা সেইদিনাই ইয়াকে বাঘক কৈ তীখৰে খৰি
wavs/ASF001-AS-ST38U12.wav|ইয়াৰ পিছত বায়েকে পিঠা ভাজি দিলে তীখৰে
wavs/ASF001-AS-ST38U13.wav|পেট পেলাই খালে বাঘে তাৰ ভূকে নেপালে
wavs/ASF001-AS-ST38U14.wav|পিছদিনা সিহঁতৰ ঘৰৰ আগ চোতালত তিতা ধানখেৰ এসোপাত
wavs/ASF001-AS-ST38U15.wav|জুঁই লগাই বৰকৈ ধোঁৱা কৰি দি বায়েকৰ হতুৱাই
wavs/ASF001-AS-ST38U16.wav|তিনিখন পিঠা কৰালে এখন পিঠা পদুলি মুখত এখন দুৱাৰ মুখত
wavs/ASF001-AS-ST38U17.wav|আৰু এখন ঢেঁকীৰ ফিচাত সি থৈ দি বায়েকৰ
wavs/ASF001-AS-ST38U18.wav|সৈতে উঠি থাকিল থোৱাখন বৰা চাউলৰ
wavs/ASF001-AS-ST38U19.wav|দুৱাৰমুখত থোৱাখন কচুৰ আৰু ঢেঁকীৰ ফিচাত থোৱাখন চূণৰ
wavs/ASF001-AS-ST38U20.wav|পদূলিৰ মূৰ পাই তাত থোৱা পিঠাখন খাই
wavs/ASF001-AS-ST38U21.wav|জুতি পাই দুৱাৰমুখৰ খন খালেহি সেইখন থালতে তাৰ
wavs/ASF001-AS-ST38U22.wav|ডিঙি খজুৱাবলৈ ধৰিলে ডিঙিৰ খজুৱতিত বাঘ থাকিব নোৱাৰি
wavs/ASF001-AS-ST38U23.wav|লৰি আহি ঢেঁকীশাল পাই ঢেঁকীৰ পিঠা এখন
wavs/ASF001-AS-ST38U24.wav|আছে দেখি সেইখনো খালতে তাৰ ডিঙিত ঘা লাগি
wavs/ASF001-AS-ST38U25.wav|সি সেপ নোৱাৰি মৰি থাকিল
wavs/ASF001-AS-ST38U26.wav|এক সাউদৰ দুজনী ঘৈণীয়েক আছিল
wavs/ASF001-AS-ST38U27.wav|বৰজনীৰ এজনী মাথোন জীয়েক আছিল
wavs/ASF001-AS-ST38U28.wav|তাইৰ নাম তেজীমলা
wavs/ASF001-AS-ST38U29.wav|সৰুজনীৰ কোনো লৰা ছোৱালী নাছিল
wavs/ASF001-AS-ST38U30.wav|তেজীমলাৰ মাক তেজীমলাৰ কেঁচুৱা কালতে মৰিল
wavs/ASF001-AS-ST38U31.wav|সেইদেখি মাহীমাকে তুলি তালি ডাঙৰ কৰিছিল
wavs/ASF001-AS-ST38U32.wav|ঘৰখনত একেজনী ছোৱালী তেজীমলা বাপেকৰ বৰ চেনেহৰ আছিল
wavs/ASF001-AS-ST39U1.wav|কিন্তু মাহীয়েকে হলে পেটে পেটে তেজীমলাক সমূলি দেখিব নোৱাৰিছিল
wavs/ASF001-AS-ST39U2.wav|কেৱল গিৰিয়েকৰ ভয়তহে তাই তেজীমলাক কৰি
wavs/ASF001-AS-ST39U3.wav|ডাঙৰ দীঘল কৰিবলগাত পৰিছিল
wavs/ASF001-AS-ST39U4.wav|আজি কালিকৈ তেজীমলা দহ এঘাৰ বছৰীয়া হল
wavs/ASF001-AS-ST39U5.wav|সেই গাঁৱৰে ভাল মানুহ এঘৰৰ সমনীয়া ছোৱালী
wavs/ASF001-AS-ST39U6.wav|এজনীৰে সৈতে বাপেকে সখী বন্ধাই দিলে
wavs/ASF001-AS-ST39U7.wav|তেজীমলাৰ বাপেক বেপাৰ বাণিজ্য কৰা মানুহ
wavs/ASF001-AS-ST39U8.wav|বেহা বেপাৰলৈ নগলে নচলে
wavs/ASF001-AS-ST39U9.wav|সেইদেখি তেওঁ চাৰিওফালে বেহাই ফুৰিবলগীয়াত পৰে
wavs/ASF001-AS-ST39U10.wav|এইবাৰ ছয় সাত মাহলৈকে তেওঁ বেপাৰৰ নিমিত্তে দূৰলৈ যাবলগীয়াত পৰিল
wavs/ASF001-AS-ST40U1.wav|সেইদেখি তেওঁ যাবৰ সময়ত ঘৈণীয়েকক ওচৰলৈ মাতি
wavs/ASF001-AS-ST40U2.wav|আনি তেওঁৰ অতি আদৰুৱা তেজীমলাক ঘৈনীয়েকৰ হাতত গতাই দি
wavs/ASF001-AS-ST40U3.wav|কলে যে এইবাৰ মই ছয় সাত মাহলৈ বিদেশলৈ যাওঁ
wavs/ASF001-AS-ST40U4.wav|তোৰ হাতত মোৰ তেজীমলাক গতালো
wavs/ASF001-AS-ST40U5.wav|তাইক মৰম বেথা কৰি ভালকৈ ৰাখিবি
wavs/ASF001-AS-ST40U6.wav|সাউদনীয়ে ভাবিলে এইবাৰ মোৰ সুবিধা হৈছে
wavs/ASF001-AS-ST40U7.wav|এই কেইমাহৰ মই মোৰ চকুৰ কুটা
wavs/ASF001-AS-ST40U8.wav|দাঁতৰ শালটো গুচাব পাৰিম
wavs/ASF001-AS-ST40U9.wav|তাইক ঠেকেচি ঠেকেচি মোৰ মনৰ হেঁপাহ পলুৱাম
wavs/ASF001-AS-ST40U10.wav|আৰু তাই ভাবিলে অকল ঠেকেচিয়ে নেৰোঁ
wavs/ASF001-AS-ST40U11.wav|এইদৰে এৰিলে বাপেকে আহি সেই কথা কেনেবাকৈ বুজ
wavs/ASF001-AS-ST40U12.wav|পালে এখন হাই উৰুমিৰহে বাহ হব
wavs/ASF001-AS-ST40U13.wav|এই আপদৰ একেবাৰেই জইন মাৰিম
wavs/ASF001-AS-ST40U14.wav|এইক বিয়া দিওঁতে মোৰ ঘৰৰ আদখিনি বস্তু
wavs/ASF001-AS-ST40U15.wav|এইৰ লগত উলিয়াই দিব লাগিব
wavs/ASF001-AS-ST40U16.wav|ইয়াকে মাহীয়েকে ভাবি
wavs/ASF001-AS-ST41U1.wav|এই হল মোৰ সতিনীৰ জী
wavs/ASF001-AS-ST41U2.wav|মোৰ কপালততো কোনো লৰা ছোৱালী নহলেই
wavs/ASF001-AS-ST41U3.wav|সতিনীৰ এইটোকনো পোহপাল কৰি নিৰ্ব্বহ দি মোৰ কি লাভ হব
wavs/ASF001-AS-ST41U4.wav|বাপেকে এইৰ লগত যিখিনি ধনবস্তু উলিয়াই দিব
wavs/ASF001-AS-ST41U5.wav|সেইখিনি মোৰ আইৰ ঘৰলৈ সৰকালে উপকাৰ হব
wavs/ASF001-AS-ST41U6.wav|হেনজানি এইৰ দেউতাক উভতি অহাৰ আগতেই এটা
wavs/ASF001-AS-ST41U7.wav|বুধি কৰি এইৰ ওৰ পেলাব লাগিব
wavs/ASF001-AS-ST41U8.wav|ইয়াকে মাহীয়েকে ভাবি
wavs/ASF001-AS-ST42U1.wav|সাউদে নাও মেলি যোৱাৰ দিনেৰে পৰা তেজীমলাৰ দায়ৰ
wavs/ASF001-AS-ST42U2.wav|চেলু বিচাৰিবলৈ ধৰিলে আৰু যিমান পাৰিলে তেজীমলাক
wavs/ASF001-AS-ST42U3.wav|অকলৈ পাই দিবলৈ ধৰিলে
wavs/ASF001-AS-ST42U4.wav|ইতিমধ্যে তেজীমলাৰ সখীয়েকৰ বিয়া আহিল পৰহিলৈ বিয়া
wavs/ASF001-AS-ST42U5.wav|সখীয়েকৰ ঘৰৰ পৰা তেজীমলাক বিয়ালৈ মাতি পঠিয়ালে
wavs/ASF001-AS-ST42U6.wav|বিয়াৰ তিনি চাৰি দিন সখীয়েকৰ ঘৰত থাকি
wavs/ASF001-AS-ST42U7.wav|তেজীমলাই ৰং ধেমালি কৰি নোৱাই ধোৱাই সখীয়েকক বিয়া দিব লাগে
wavs/ASF001-AS-ST42U8.wav|তেজীমলাৰো বৰ হেঁপাহ যে বিয়াৰ কেইদিন সখীয়েকৰ
wavs/ASF001-AS-ST42U9.wav|ঘৰত থাকি ৰং ধেমালি কৰি তাই বিয়া খাব
wavs/ASF001-AS-ST42U10.wav|মাহীয়েকে অনেক দিনৰেপৰা আলচা কথা সিদ্ধি হবৰ আগন্তুক
wavs/ASF001-AS-ST42U11.wav|হৈছে ভাবি তেজীমলাক বিয়ালৈ যাবলৈ অনুমতি দি লোকক দেখুৱাই
wavs/ASF001-AS-ST42U12.wav|উৰুক মুৰুক কৰি তেজীমলাই বিয়াত পিন্ধিবলৈ
wavs/ASF001-AS-ST42U13.wav|কাপোৰ উলিয়াই ইটো জপা মেলিছে সিটো জপা মেলিছে
wavs/ASF001-AS-ST42U14.wav|ইটো পেৰা মেলিছে সিটো পেৰা মেলিছে
wavs/ASF001-AS-ST42U15.wav|এইযোৰ কাপোৰ আমাৰ আইটি তোলৈ ভাল হবনে
wavs/ASF001-AS-ST42U16.wav|এইখন ৰিহা সেইখন মেখেলাই তোক শুৱাব নে
wavs/ASF001-AS-ST42U17.wav|এনেবিলাক কথা কৈ মাহীয়েকে আড়ম্বৰ কৰিবলৈ ধৰিলে
wavs/ASF001-AS-ST42U18.wav|মাহীয়েকৰ ভাল পাটৰ ৰিহাৰমেখেলা এযোৰ আৰু এখন
wavs/ASF001-AS-ST42U19.wav|উত্তম গুণাৰ পাৰি দিয়া খনীয়া কাপোৰ আছিল শেহত
wavs/ASF001-AS-ST42U20.wav|তাকে মাহীয়েকে উলিয়াই তেজীমলাক বিয়াত পিন্ধিবলৈ দি কলে আইটি
wavs/ASF001-AS-ST42U21.wav|এই কাপোৰযোৰ আৰু খনীয়া কাপোৰ খনকে তোক পিন্ধিবলৈ
wavs/ASF001-AS-ST42U22.wav|টোপোলা বান্ধি দিওঁ তই এতিয়া তোৰ গাত থকা
wavs/ASF001-AS-ST42U23.wav|কাপোৰ যোৰেৰেই সখীয়েকৰ ঘৰলৈ যা
wavs/ASF001-AS-ST42U24.wav|সখীয়েকৰ ঘৰৰ ওচৰ পালেই টোপোলাত দিয়া
wavs/ASF001-AS-ST42U25.wav|ৰিহা মেখেলা আৰু কাপোৰ পিন্ধিবি
wavs/ASF001-AS-ST42U26.wav|ইয়াৰ পৰা পিন্ধি গলে খোজকাঢ়ি যাওঁতে বাটত ধূলি মাকতি
wavs/ASF001-AS-ST42U27.wav|লাগি কলা হব ইয়াকে কৈ মাহীয়েকে
wavs/ASF001-AS-ST42U28.wav|পাটৰ ৰিহা মেখেলাযোৰৰ ভিতৰতে
wavs/ASF001-AS-ST42U29.wav|মনে মনে এটা নিগনি সুমাই দি আৰু খনীয়া কাপোৰ খনৰ
wavs/ASF001-AS-ST42U30.wav|ভিতৰত এটা অঙঠা বান্ধি দি টোপোলা এটা কৰি তেজীমলাৰ হাতত দিলে
wavs/ASF001-AS-ST42U31.wav|সখীয়েকৰ ঘৰ পাওঁ পাওঁ হওঁতেই তেজীমলাই মাহীয়েকৰ কথামতে
wavs/ASF001-AS-ST42U32.wav|পাটৰ ৰিহা মেখেলা আৰু পাৰি দিয়া কাপোৰ পিন্ধিবৰ মনেৰে
wavs/ASF001-AS-ST43U1.wav|কাপোৰ যোৰৰ ভিতৰৰপৰা এটা নিগনি ওলাই লৰ
wavs/ASF001-AS-ST43U2.wav|মাৰিলে আৰু কাপোৰযোৰৰ এটা অঙঠা সৰি পৰিল
wavs/ASF001-AS-ST43U3.wav|তেজীমলাই দেখি বিচ্যুৰ্তি হল যে ৰিহা মেখেলাযোৰ নিগনিয়ে
wavs/ASF001-AS-ST43U4.wav|কুটি থকা সৰকা কৰিলে আৰু পাৰিদিয়া কাপোৰখন ঠায়ে ঠায়ে পুৰিলে
wavs/ASF001-AS-ST43U5.wav|ভয়ত তেজীমলাৰ মুখ শুকাই গল
wavs/ASF001-AS-ST43U6.wav|তাই ঠক ঠক কৰে কঁপি ফেকুৰি কান্দিবলৈ ধৰিলে
wavs/ASF001-AS-ST43U7.wav|লগত যোৱা মানুহেও এই কাণ্ড দেখি আচৰিত হৈ শেহত
wavs/ASF001-AS-ST43U8.wav|তেজীমলাক অনেক বুজাই বৰাই নিচুকাই সখীয়েকৰ ঘৰলৈ গৈ তাৰ
wavs/ASF001-AS-ST43U9.wav|পৰা এযোৰ ৰিহা মেখেলা আৰু এখন কাপোৰ খুজি তাইক পিন্ধাই
wavs/ASF001-AS-ST43U10.wav|বিয়া চাবলৈ দিলে বিয়াৰ পিছত তেজীমলা নিজৰ ঘৰলৈ উভতি আহিলত
wavs/ASF001-AS-ST43U11.wav|মাহীয়েকে তাইক কাপোৰৰ কথা সুধিলত তাই কঁপি কঁপি
wavs/ASF001-AS-ST43U12.wav|সেই পোৰা আৰু কুটা কাপোৰৰ টোপোলা মাহীয়েকৰ আগত পেলাই
wavs/ASF001-AS-ST43U13.wav|দিলে মাহীয়েকে কুটা আৰু পোৰা কাপোৰ দেখি কৃত্ৰিম
wavs/ASF001-AS-ST43U14.wav|খঙত জ্বলি পকি তেজীমলাক নথৈ গালি শপনি পাৰি মাৰি
wavs/ASF001-AS-ST43U15.wav|তাও কৰিলে ইমান মাৰিও মাহীয়েকৰ হেঁপাহ নপলাল
wavs/ASF001-AS-ST43U16.wav|পিছত তেজীমলাক টানি আনি মাহীয়েকে ঢেঁকীৰ আগত
wavs/ASF001-AS-ST43U17.wav|বহুৱাই ধান বঢ়াবলৈ লগাই নিজে ধুম ধুম কৰে ঢেঁকী দিবলৈ লাগিল
wavs/ASF001-AS-ST43U18.wav|মাহীয়েকে ঢেঁকী দি থাকোঁতে এবাৰ হঠাৎ চাব
wavs/ASF001-AS-ST43U19.wav|মাৰি ঢেঁকীটো পেলাই দি তেজীমলাৰ সোঁহাত খন খুন্দি পেলালে
wavs/ASF001-AS-ST43U20.wav|সোঁ হাতখন খুন্দিলত তেজীমলাই যন্ত্ৰণাত চিঞঁৰি কান্দিবলৈ ধৰিলত
wavs/ASF001-AS-ST43U21.wav|বাঢ়নি মাৰিডালেৰে মাহীয়েকে তেজীমলাৰ পিঠিত কোবাবলৈ ধৰি তেজীমলাক
wavs/ASF001-AS-ST43U22.wav|বাওঁহাতেৰে খুবলিত ধান বঢ়াই দিবলৈ হুকুম দিলে
wavs/ASF001-AS-ST43U23.wav|বাওঁহাতেৰে তেজীমলাই ধান বঢ়াই থাকোঁতে মাহীয়েকে সোঁহাতৰ
wavs/ASF001-AS-ST43U24.wav|দৰে তেজীমলাৰ বাওঁহাতখনো খুন্দিলে
wavs/ASF001-AS-ST43U25.wav|বাওঁহাত খুন্দি তাৰ পিছত মাহীয়েকে তেজীমলাক সোঁ ভৰিৰে
wavs/ASF001-AS-ST43U26.wav|ধান বঢ়াবলৈ কৈ সোঁ ভৰিখনো খুন্দিলে আৰু তাৰপিছত সেইদৰে
wavs/ASF001-AS-ST43U27.wav|বাওঁভৰিখনো খুন্দিলে মাহীয়েকে তেজীমলাক মূৰেৰে ধান বঢ়াবলৈ কৈ
wavs/ASF001-AS-ST43U28.wav|তেজীমলাৰ মূৰটো খুন্দি পেলালে তেজীমলা মৰিল
wavs/ASF001-AS-ST43U29.wav|এইদৰে গিৰিয়েকৰ আলাসৰ লাৰু
wavs/ASF001-AS-ST43U30.wav|চেনেহৰ তেজীমলাক মাৰি সাউদনীয়ে কোনেও নেদেখাকৈ লৰালৰিকৈ নি
wavs/ASF001-AS-ST43U31.wav|ঢেঁকীশালৰ পানীপোতাতে গাঁত এটা খান্দি পুতি থলে
wavs/ASF001-AS-ST43U32.wav|তেজীমলাক পোতা ঠাই ডোখৰত কিছুদিনৰ মূৰত এজোপা লাওগছ
wavs/ASF001-AS-ST43U33.wav|গজি লহ পহ কৰে ডাঙৰ হল আৰু গছ ভৰি বঢ়িয়া
wavs/ASF001-AS-ST44U1.wav|বঢ়িয়া একোটা লাও লাগিল
wavs/ASF001-AS-ST44U2.wav|ইফালে ওচৰ চুবুৰীয়া মানুহে ভালেমান দিন তেজীমলাক দেখিবলে নাপায়
wavs/ASF001-AS-ST44U3.wav|মাহীয়েকক তাইৰ বাতৰি সুধিলত মাহীয়েকে উত্তৰ দিলে
wavs/ASF001-AS-ST44U4.wav|তেজীমলা সখীয়েকৰ ঘৰৰ পৰা অহাই নাই
wavs/ASF001-AS-ST44U5.wav|এদিন মাগনী বুঢ়ী এজনীয়ে সাউদনীৰ ঘৰৰ ঢেঁকীশালৰ চালত
wavs/ASF001-AS-ST44U6.wav|লাওবোৰ লাগি থকা দেখি সাউদনীৰ ওচৰলে আহি কলে আই মোক
wavs/ASF001-AS-ST44U7.wav|লাও এটি দিয়ক তেজীমলা মৰাৰ দিনৰে পৰাই মাহীয়েকে ঢেঁকীশালৰ
wavs/ASF001-AS-ST44U8.wav|ফালে যোৱা নাছিল দেখি লাওজোপা তাইৰ চকুত পৰাই নাছিল
wavs/ASF001-AS-ST45U1.wav|সেই দেখি তাই মাগনী বুঢ়ীক উত্তৰ দিলে
wavs/ASF001-AS-ST45U2.wav|মই তোক লাও দিবলৈ কত পাম
wavs/ASF001-AS-ST45U3.wav|নিজেই আজি ভালেমান দিন লাও খোৱা নাই
wavs/ASF001-AS-ST45U4.wav|মাগনীয়ে কলে কিয় আই এনেকৈ কয়
wavs/ASF001-AS-ST45U5.wav|আপোনাৰ ঢেঁকীশালৰ চালতে দেখোন লাও ভৰি লাগি আছে
wavs/ASF001-AS-ST45U6.wav|বুঢ়ীৰ কথা শুনি সাউদনীয়ে আচৰিত মানি কলে
wavs/ASF001-AS-ST45U7.wav|মই হলে দেখা নাই
wavs/ASF001-AS-ST45U8.wav|তই দেখিছ যদি কেইটা লাগে ছিঙি নে গৈ
wavs/ASF001-AS-ST45U9.wav|বুঢ়ীয়ে এই কথা শুনি আও গছৰ ওচৰলৈ আহি
wavs/ASF001-AS-ST45U10.wav|লাও এটা ছিঙিবলৈ হাত মেলোতেই লাওজোপাই বিনাই মাত লগালে
wavs/ASF001-AS-ST45U11.wav|হাতো নেমেলিবি লাও নিছিঙিবি
wavs/ASF001-AS-ST45U12.wav|কৰে মগনীয়া তই
wavs/ASF001-AS-ST45U13.wav|পাট কাপোৰৰ লগতে মাহী আই খুন্দিলে তেজীমলাহে মই
wavs/ASF001-AS-ST45U14.wav|লাওগছে মতা শুনি বুঢ়ীয়ে ভয় খাই লাও নিছিঙি
wavs/ASF001-AS-ST45U15.wav|গুচি আহি সাউদনীক কলে আই লাও ছিঙিবলৈ হাত মেলোঁতেই মোক
wavs/ASF001-AS-ST45U16.wav|এইদৰে লাও জোপাই মাত লগালে
wavs/ASF001-AS-ST45U17.wav|মোক আৰু লাও নালাগে আই মই গুচি যাওঁ
wavs/ASF001-AS-ST45U18.wav|এই বুলি মাগনী বুঢ়ী গুচি গল
wavs/ASF001-AS-ST45U19.wav|তেতিয়া সাউদনীয়ে কথাটোৰ আচল মানে ভালকৈ বুজিব পাৰি
wavs/ASF001-AS-ST45U20.wav|কটাৰী এখন লৈ গৈ লাওজোপা কাটি টানি নি
wavs/ASF001-AS-ST45U21.wav|পেলাই দি গুচি আহিল
wavs/ASF001-AS-ST45U22.wav|লাওজোপা কাটি যতে পেলাই দিছিল সেইখিনিতে কিছুদিনৰ মূৰত
wavs/ASF001-AS-ST45U23.wav|জৰাটেঙা হৈ ডালভৰি জৰাটেঙা লাগিল
wavs/ASF001-AS-ST45U24.wav|গছজোপাত জৰাটেঙা ইমানকৈ লাগিছিল যে তাৰ ভৰত
wavs/ASF001-AS-ST46U1.wav|জৰা টেঙাজোপা দোঁ খাই পৰিছিল
wavs/ASF001-AS-ST46U2.wav|এদিন কিছুমান গৰখীয়া লৰাই গৰু চৰাওঁতে সেই
wavs/ASF001-AS-ST46U3.wav|জৰাগছত জৰা টেঙা দেখি খাবলৈ মন কৰি সাউদনীৰ ওচৰলৈ
wavs/ASF001-AS-ST46U4.wav|আহি কলে আই আমাক গোটাচেৰেক জৰাটেঙা খাবলৈ দিবানে
wavs/ASF001-AS-ST46U5.wav|বুলি কলত সিহঁতে কলে কিয় আই
wavs/ASF001-AS-ST46U6.wav|আপোনাৰ বাৰীৰ পিছফালে এজোপা জৰাগছত জৰাটেঙা দেখোন ভৰি লাগি আছে
wavs/ASF001-AS-ST46U7.wav|সিহঁতৰ কথা শুনি সাউদনীয়ে আচৰিত মানি কলে
wavs/ASF001-AS-ST46U8.wav|মই হলে কত জৰাটেঙা লাগিছে দেখা নাই
wavs/ASF001-AS-ST46U9.wav|তহঁতে দেখিছ যদি কিমান লাগে পাৰি নেগৈ
wavs/ASF001-AS-ST46U10.wav|সাউদনীৰ হুকুম পাই গৰখীয়া লৰা কেইটাই জৰাটেঙাৰ কাষলৈ
wavs/ASF001-AS-ST46U11.wav|গৈ জৰাটেঙা পাৰিব খোজোতেই গছজোপাই বিনাই মাত লগালে
wavs/ASF001-AS-ST46U12.wav|ভাইও বোলো মই ককাইও বোলো মই
wavs/ASF001-AS-ST46U13.wav|গাঁৱৰে গৰখীয়া হাতো নেমেলিবা জৰাও নিছিঙিবি
wavs/ASF001-AS-ST46U14.wav|পাট কাপোৰৰ লগতে মাহীআই খুন্দিলে তেজীমলাহে মই
wavs/ASF001-AS-ST46U15.wav|গৰখীয়া লৰাহঁতে এই বিননি শুনি কিবা দেও ভূত গছজোপাত
wavs/ASF001-AS-ST46U16.wav|আছে বুলি জৰাটো নিছিঙি তাৰপৰা আহি
wavs/ASF001-AS-ST46U17.wav|সাউদনীৰ চাঁটকৰে মনত পৰিল যে তাই লাও
wavs/ASF001-AS-ST46U18.wav|গছ জোপা কাটি সেইখিনিতে পেলাইছিল
wavs/ASF001-AS-ST46U19.wav|এই কথা মনত পৰিলত তাই বুজিলে যে তেজীমলাই
wavs/ASF001-AS-ST46U20.wav|ইয়াকে ভাবি সাউদনীয়ে জৰাগছজোপা কাটি নৈত উটাই দিলে
wavs/ASF001-AS-ST46U21.wav|জৰা গছজোপা নৈত উটি গৈ ওচৰৰে ঘূলি এটাত
wavs/ASF001-AS-ST46U22.wav|ৰৈ এজোপা পদুম হৈ এটা সুন্দৰ ফুলেৰে জকমকীয়া হল
wavs/ASF001-AS-ST46U23.wav|কিছুদিনৰ মূৰত বেহা বেপাৰ কৰি সেই নৈয়েদিয়েই তেজীমলাৰ
wavs/ASF001-AS-ST46U25.wav|এটা ফুলি থকা দেখি তেজীমলালৈ সেই ফুলটো লৈ যাওঁ
wavs/ASF001-AS-ST46U26.wav|বুলি ভাবি নাৱৰীয়া এটাক সেই ফুলটো ছিঙি আনিবলৈ কলে
wavs/ASF001-AS-ST46U27.wav|নাৱৰীয়াটোৱে ফুলটো ছিঙিবলৈ হাত মেলোতেই পদুমে বিনাই গালে
wavs/ASF001-AS-ST46U28.wav|হাতো নেমেলিবি ফুলো নিছিঙিবি কৰে নাৱৰীয়া তই
wavs/ASF001-AS-ST46U29.wav|ফুলে বিনোৱা দেখি নাৱৰীয়াটোৱে ভয় খাই সাউদক কলে
wavs/ASF001-AS-ST46U30.wav|সাউদে সেইটো কিনো চাওঁ বুলি ওচৰ চাপি গৈ
wavs/ASF001-AS-ST46U31.wav|হাতো নেমেলিবা ফুলো নিছিঙিবা চেনেহৰ পিতাদেউ এ
wavs/ASF001-AS-ST46U32.wav|বাপেকে তেজীমলাৰ মাহীয়েকৰ স্বভাৱৰ কথা আগৰেপৰা জানি থৈছিল
wavs/ASF001-AS-ST46U33.wav|সেই কাৰণে ভাবিলে যে
wavs/ASF001-AS-ST47U1.wav|এইজনী নিশ্চয় তেজীমলা
wavs/ASF001-AS-ST47U2.wav|ইয়াকে মুদৈয়ে ভাবি তেওঁৰ বাওঁহাতত তেওঁৰ মুখৰ
wavs/ASF001-AS-ST47U3.wav|তামোলৰ এখন চোবা আৰু সোঁহাতত এটা লাডু লৈ কলে যে
wavs/ASF001-AS-ST47U4.wav|যদি তই মোৰ তেজীমলাহে হয়
wavs/ASF001-AS-ST47U5.wav|তেন্তে নিশ্চয় তই শালিকাটি হৈ উৰি আহি মোৰ
wavs/ASF001-AS-ST47U6.wav|হাতত পৰি আৰু যদিহে নহয়
wavs/ASF001-AS-ST47U7.wav|আন কোনোবাহে হয় তেন্তে লাডুটো নিবি
wavs/ASF001-AS-ST47U8.wav|এইবুলি তেওঁ কলতে পদুম ফুলটি শালিকা এটি
wavs/ASF001-AS-ST47U9.wav|হৈ উৰি আহি তেওঁৰ হাত পৰি চোবাটি খালে
wavs/ASF001-AS-ST47U10.wav|বাপেকে তেতিয়া সেইটি তেজীমলা বুলি নিশ্চয়কৈ জানি
wavs/ASF001-AS-ST47U11.wav|শালিকাটি এটা সজাত সুমাই লৈ আহিল
wavs/ASF001-AS-ST47U12.wav|সাউদে ঘৰ পাই ঘৈণীয়েকক সুধিলে
